Tiempo,NúmeroJoints,G_parcial
9.220000,4.000000,308.656677
9.230000,4.000000,312.370791
9.240000,4.000000,360.000000
9.250000,4.000000,360.000000
9.260000,4.000000,360.000000
9.270000,4.000000,359.947238
9.280000,4.000000,298.611907
9.290000,4.000000,325.403403
9.300000,4.000000,360.000000
9.310000,4.000000,360.000000
9.320000,4.000000,360.000000
9.330000,4.000000,359.935289
9.340000,4.000000,350.172593
9.350000,4.000000,338.907389
9.360000,4.000000,360.000000
9.370000,4.000000,333.221335
9.380000,4.000000,360.000000
9.390000,4.000000,319.472950
9.400000,4.000000,313.669293
9.410000,4.000000,308.368341
9.420000,4.000000,304.000511
9.430000,4.000000,300.530205
9.440000,4.000000,298.327723
9.450000,4.000000,296.514248
9.460000,4.000000,295.022617
9.470000,4.000000,293.797201
9.480000,4.000000,292.791928
9.490000,4.000000,291.968699
9.500000,4.000000,291.296485
9.510000,4.000000,290.755955
9.520000,4.000000,278.301908
9.530000,4.000000,263.714192
9.540000,4.000000,251.609905
9.550000,4.000000,241.592473
9.560000,4.000000,233.154490
9.570000,4.000000,226.108689
9.580000,4.000000,211.594531
9.590000,4.000000,214.758935
9.600000,4.000000,210.529446
9.610000,4.000000,206.930964
9.620000,4.000000,203.843079
9.630000,4.000000,201.167717
9.640000,4.000000,198.824573
9.650000,4.000000,196.747804
9.660000,4.000000,194.883383
9.670000,4.000000,193.186964
9.680000,4.000000,191.622152
9.690000,4.000000,190.159093
9.700000,4.000000,188.773313
9.710000,4.000000,187.444774
9.720000,4.000000,186.157095
9.730000,4.000000,184.896908
9.740000,4.000000,183.653334
9.750000,4.000000,182.417545
9.760000,4.000000,181.182403
9.770000,4.000000,179.942167
9.780000,4.000000,178.692245
9.790000,4.000000,177.428993
9.800000,4.000000,176.149549
9.810000,4.000000,174.853230
9.820000,4.000000,173.699251
9.830000,4.000000,172.488919
9.840000,4.000000,171.162303
9.850000,4.000000,169.674154
9.860000,4.000000,171.256861
9.870000,4.000000,170.166602
9.880000,4.000000,171.773642
9.890000,4.000000,173.341908
9.900000,4.000000,174.917603
9.910000,4.000000,176.511430
9.920000,4.000000,178.117544
9.930000,4.000000,179.687565
9.940000,4.000000,181.384377
9.950000,4.000000,185.884756
9.960000,4.000000,184.535467
9.970000,4.000000,186.300695
9.980000,4.000000,187.968739
9.990000,4.000000,189.779274
10.000000,4.000000,191.465619
10.010000,4.000000,193.185808
10.020000,4.000000,194.987557
10.030000,4.000000,196.782325
10.040000,4.000000,174.505150
10.050000,4.000000,161.650674
10.060000,4.000000,147.525566
10.070000,4.000000,151.772016
10.080000,4.000000,182.007541
10.090000,4.000000,206.194270
10.100000,4.000000,225.144858
10.110000,4.000000,233.233971
10.120000,4.000000,239.601309
10.130000,4.000000,249.175364
10.140000,4.000000,249.868838
10.150000,4.000000,253.664845
10.160000,4.000000,256.967167
10.170000,4.000000,259.904919
10.180000,4.000000,262.369564
10.190000,4.000000,264.583964
10.200000,4.000000,266.600603
10.210000,4.000000,268.125079
10.220000,4.000000,269.723795
10.230000,4.000000,271.350242
10.240000,4.000000,272.857577
10.250000,4.000000,274.215571
10.260000,4.000000,275.296729
10.270000,4.000000,276.330147
10.280000,4.000000,272.647644
10.290000,4.000000,265.445964
10.300000,4.000000,258.874391
10.310000,4.000000,252.828144
10.320000,4.000000,247.220851
10.330000,4.000000,241.986600
10.340000,4.000000,237.065080
10.350000,4.000000,232.411702
10.360000,4.000000,227.989110
10.370000,4.000000,223.766657
10.380000,4.000000,219.719530
10.390000,4.000000,215.827456
10.400000,4.000000,212.073907
10.410000,4.000000,208.445297
10.420000,4.000000,204.930657
10.430000,4.000000,201.520488
10.440000,4.000000,198.207283
10.450000,4.000000,194.984710
10.460000,4.000000,191.847460
10.470000,4.000000,188.791052
10.480000,4.000000,185.811670
10.490000,4.000000,182.906318
10.500000,4.000000,180.071986
10.510000,4.000000,177.306081
10.520000,4.000000,174.606351
10.530000,4.000000,171.973742
10.540000,4.000000,169.404423
10.550000,4.000000,114.167348
10.560000,4.000000,159.494005
10.570000,4.000000,156.833272
10.580000,4.000000,154.233415
10.590000,4.000000,151.692967
10.600000,4.000000,149.210705
10.610000,4.000000,146.785594
10.620000,4.000000,144.416497
10.630000,4.000000,142.102344
10.640000,4.000000,139.842076
10.650000,4.000000,137.634655
10.660000,4.000000,135.479052
10.670000,4.000000,133.374252
10.680000,4.000000,131.319247
10.690000,4.000000,129.313039
10.700000,4.000000,127.354224
10.710000,4.000000,125.443056
10.720000,4.000000,123.577297
10.730000,4.000000,121.756286
10.740000,4.000000,119.979526
10.750000,4.000000,118.245581
10.760000,4.000000,116.553679
10.770000,4.000000,114.902894
10.780000,4.000000,113.292310
10.790000,4.000000,111.721023
10.800000,4.000000,110.188142
10.810000,4.000000,108.692785
10.820000,4.000000,107.234088
10.830000,4.000000,105.811196
10.840000,4.000000,104.423272
10.850000,4.000000,103.069488
10.860000,4.000000,101.749004
10.870000,4.000000,100.461077
10.880000,4.000000,99.204904
10.890000,4.000000,97.979717
10.900000,4.000000,96.784765
10.910000,4.000000,95.301604
10.920000,4.000000,93.934504
10.930000,4.000000,93.145199
10.940000,4.000000,91.783586
10.950000,4.000000,91.541650
10.960000,4.000000,90.070291
10.970000,4.000000,89.577657
10.980000,4.000000,88.189485
10.990000,4.000000,87.186299
11.000000,4.000000,86.285780
11.010000,4.000000,85.402305
11.020000,4.000000,84.536365
11.030000,4.000000,83.688261
11.040000,4.000000,82.858157
11.050000,4.000000,81.931028
11.060000,4.000000,81.259297
11.070000,4.000000,80.379246
11.080000,4.000000,79.723649
11.090000,4.000000,78.894651
11.100000,4.000000,78.256850
11.110000,4.000000,77.546026
11.120000,4.000000,76.795153
11.130000,4.000000,76.185622
11.140000,4.000000,75.452374
11.150000,4.000000,74.887019
11.160000,4.000000,74.201271
11.170000,4.000000,73.648443
11.180000,4.000000,73.047123
11.190000,4.000000,72.465794
11.200000,4.000000,71.897590
11.210000,4.000000,71.341393
11.220000,4.000000,70.753060
11.230000,4.000000,70.275792
11.240000,4.000000,69.757003
11.250000,4.000000,371.458352
11.260000,4.000000,338.939121
11.270000,4.000000,473.150100
11.280000,4.000000,480.000000
11.290000,4.000000,382.851188
11.300000,4.000000,338.159845
11.310000,4.000000,421.736001
11.320000,4.000000,464.554388
11.330000,4.000000,480.000000
11.340000,4.000000,398.053273
11.350000,4.000000,396.669170
11.360000,4.000000,431.684788
11.370000,4.000000,480.000000
11.380000,4.000000,478.702140
11.390000,4.000000,398.924322
11.400000,4.000000,425.646709
11.410000,4.000000,470.604865
11.420000,4.000000,480.000000
11.430000,4.000000,459.490906
11.440000,4.000000,480.000000
11.450000,4.000000,480.000000
11.460000,4.000000,436.586906
11.470000,4.000000,480.000000
11.480000,4.000000,460.950435
11.490000,4.000000,406.858518
11.500000,4.000000,425.208584
11.510000,4.000000,480.000000
11.520000,4.000000,480.000000
11.530000,4.000000,425.237574
11.540000,4.000000,474.292076
11.550000,4.000000,480.000000
11.560000,4.000000,396.695328
11.570000,4.000000,391.548161
11.580000,4.000000,470.347026
11.590000,4.000000,480.000000
11.600000,4.000000,480.000000
11.610000,4.000000,480.000000
11.620000,4.000000,480.000000
11.630000,4.000000,480.000000
11.640000,4.000000,470.478087
11.650000,4.000000,480.000000
11.660000,4.000000,480.000000
11.670000,4.000000,460.904682
11.680000,4.000000,398.293315
11.690000,4.000000,436.000151
11.700000,4.000000,480.000000
11.710000,4.000000,480.000000
11.720000,4.000000,372.298725
11.730000,4.000000,399.955370
11.740000,4.000000,399.611685
11.750000,4.000000,413.797171
11.760000,4.000000,449.680438
11.770000,4.000000,471.436469
11.780000,4.000000,480.000000
11.790000,4.000000,480.000000
11.800000,4.000000,480.000000
11.810000,4.000000,480.000000
11.820000,4.000000,474.773124
11.830000,4.000000,477.827817
11.840000,4.000000,480.000000
11.850000,4.000000,406.068105
11.860000,4.000000,408.047122
11.870000,4.000000,475.535713
11.880000,4.000000,478.075023
11.890000,4.000000,387.515045
11.900000,4.000000,363.338048
11.910000,4.000000,451.837140
11.920000,4.000000,480.000000
11.930000,4.000000,468.255431
11.940000,4.000000,474.485964
11.950000,4.000000,480.000000
11.960000,4.000000,466.401822
11.970000,4.000000,480.000000
11.980000,4.000000,373.223490
11.990000,4.000000,480.000000
12.000000,4.000000,480.000000
12.010000,4.000000,480.000000
12.020000,4.000000,480.000000
12.030000,4.000000,480.000000
12.040000,4.000000,480.000000
12.050000,4.000000,480.000000
12.060000,4.000000,464.744542
12.070000,4.000000,480.000000
12.080000,4.000000,480.000000
12.090000,4.000000,480.000000
12.100000,4.000000,480.000000
12.110000,4.000000,480.000000
12.120000,4.000000,473.140377
12.130000,4.000000,480.000000
12.140000,4.000000,476.064604
12.150000,4.000000,480.000000
12.160000,4.000000,480.000000
12.170000,4.000000,480.000000
12.180000,4.000000,474.694977
12.190000,4.000000,480.000000
12.200000,4.000000,477.513500
12.210000,4.000000,480.000000
12.220000,4.000000,436.036353
12.230000,4.000000,470.804002
12.240000,4.000000,480.000000
12.250000,4.000000,480.000000
12.260000,4.000000,421.308764
12.270000,4.000000,461.949689
12.280000,4.000000,480.000000
12.290000,4.000000,373.806259
12.300000,4.000000,399.050273
12.310000,4.000000,480.000000
12.320000,4.000000,480.000000
12.330000,4.000000,480.000000
12.340000,4.000000,471.805420
12.350000,4.000000,426.597627
12.360000,4.000000,473.532103
12.370000,4.000000,480.000000
12.380000,4.000000,462.646528
12.390000,4.000000,477.172036
12.400000,4.000000,470.731139
12.410000,4.000000,473.697424
12.420000,4.000000,480.000000
12.430000,4.000000,480.000000
12.440000,4.000000,480.000000
12.450000,4.000000,480.000000
12.460000,4.000000,389.308030
12.470000,4.000000,355.292801
12.480000,4.000000,447.149700
12.490000,4.000000,480.000000
12.500000,4.000000,474.475463
12.510000,4.000000,399.282998
12.520000,4.000000,386.888446
12.530000,4.000000,480.000000
12.540000,4.000000,480.000000
12.550000,4.000000,475.436790
12.560000,4.000000,390.299458
12.570000,4.000000,480.000000
12.580000,4.000000,467.870759
12.590000,4.000000,480.000000
12.600000,4.000000,480.000000
12.610000,4.000000,414.671614
12.620000,4.000000,448.611999
12.630000,4.000000,480.000000
12.640000,4.000000,480.000000
12.650000,4.000000,469.618202
12.660000,4.000000,480.000000
12.670000,4.000000,412.528382
12.680000,4.000000,427.950826
12.690000,4.000000,480.000000
12.700000,4.000000,468.287365
12.710000,4.000000,433.924664
12.720000,4.000000,480.000000
12.730000,4.000000,480.000000
12.740000,4.000000,411.421213
12.750000,4.000000,423.936655
12.760000,4.000000,480.000000
12.770000,4.000000,473.338668
12.780000,4.000000,440.584296
12.790000,4.000000,475.477357
12.800000,4.000000,480.000000
12.810000,4.000000,390.324902
12.820000,4.000000,360.174295
12.830000,4.000000,439.095402
12.840000,4.000000,480.000000
12.850000,4.000000,480.000000
12.860000,4.000000,440.786613
12.870000,4.000000,480.000000
12.880000,4.000000,480.000000
12.890000,4.000000,390.111190
12.900000,4.000000,360.283106
12.910000,4.000000,451.646610
12.920000,4.000000,477.959928
12.930000,4.000000,472.179562
12.940000,4.000000,441.467784
12.950000,4.000000,474.516284
12.960000,4.000000,480.000000
12.970000,4.000000,388.535248
12.980000,4.000000,364.293209
12.990000,4.000000,439.963748
13.000000,4.000000,480.000000
13.010000,4.000000,471.239852
13.020000,4.000000,391.701753
13.030000,4.000000,362.057249
13.040000,4.000000,458.387277
13.050000,4.000000,480.000000
13.060000,4.000000,475.751808
13.070000,4.000000,431.248213
13.080000,4.000000,480.000000
13.090000,4.000000,480.000000
13.100000,4.000000,418.395390
13.110000,4.000000,445.061599
13.120000,4.000000,470.411627
13.130000,4.000000,442.144643
13.140000,4.000000,480.000000
13.150000,4.000000,468.303837
13.160000,4.000000,386.224628
13.170000,4.000000,370.130298
13.180000,4.000000,422.779230
13.190000,4.000000,460.019250
13.200000,4.000000,480.000000
13.210000,4.000000,420.603815
13.220000,4.000000,451.535269
13.230000,4.000000,480.000000
13.240000,4.000000,480.000000
13.250000,4.000000,467.415925
13.260000,4.000000,480.000000
13.270000,4.000000,416.442272
13.280000,4.000000,474.079297
13.290000,4.000000,480.000000
13.300000,4.000000,404.836225
13.310000,4.000000,406.618338
13.320000,4.000000,384.009945
13.330000,4.000000,474.492784
13.340000,4.000000,480.000000
13.350000,4.000000,480.000000
13.360000,4.000000,366.907258
13.370000,4.000000,469.702574
13.380000,4.000000,480.000000
13.390000,4.000000,463.750342
13.400000,4.000000,452.095396
13.410000,4.000000,480.000000
13.420000,4.000000,480.000000
13.430000,4.000000,480.000000
13.440000,4.000000,480.000000
13.450000,4.000000,421.288498
13.460000,4.000000,480.000000
13.470000,4.000000,477.646785
13.480000,4.000000,384.063926
13.490000,4.000000,375.719338
13.500000,4.000000,405.219490
13.510000,4.000000,402.169554
13.520000,4.000000,387.734335
13.530000,4.000000,466.193021
13.540000,4.000000,480.000000
13.550000,4.000000,480.000000
13.560000,4.000000,388.373731
13.570000,4.000000,480.000000
13.580000,4.000000,480.000000
13.590000,4.000000,480.000000
13.600000,4.000000,428.275640
13.610000,4.000000,480.000000
13.620000,4.000000,480.000000
13.630000,4.000000,468.177713
13.640000,4.000000,480.000000
13.650000,4.000000,480.000000
13.660000,4.000000,480.000000
13.670000,4.000000,480.000000
13.680000,4.000000,480.000000
13.690000,4.000000,470.212579
13.700000,4.000000,480.000000
13.710000,4.000000,480.000000
13.720000,4.000000,480.000000
13.730000,4.000000,480.000000
13.740000,4.000000,480.000000
13.750000,4.000000,479.524504
13.760000,4.000000,467.209222
13.770000,4.000000,480.000000
13.780000,4.000000,480.000000
13.790000,4.000000,480.000000
13.800000,4.000000,412.557684
13.810000,4.000000,430.983840
13.820000,4.000000,477.826014
13.830000,4.000000,479.248269
13.840000,4.000000,451.564537
13.850000,4.000000,477.005611
13.860000,4.000000,480.000000
13.870000,4.000000,478.040939
13.880000,4.000000,480.000000
13.890000,4.000000,419.724987
13.900000,4.000000,480.000000
13.910000,4.000000,480.000000
13.920000,4.000000,415.225430
13.930000,4.000000,449.809881
13.940000,4.000000,480.000000
13.950000,4.000000,480.000000
13.960000,4.000000,480.000000
13.970000,4.000000,470.302972
13.980000,4.000000,431.206906
13.990000,4.000000,480.000000
14.000000,4.000000,480.000000
14.010000,4.000000,414.716977
14.020000,4.000000,433.606507
14.030000,4.000000,479.440162
14.040000,4.000000,471.972186
14.050000,4.000000,480.000000
14.060000,4.000000,480.000000
14.070000,4.000000,388.139846
14.080000,4.000000,362.487898
14.090000,4.000000,461.815006
14.100000,4.000000,480.000000
14.110000,4.000000,480.000000
14.120000,4.000000,374.118553
14.130000,4.000000,480.000000
14.140000,4.000000,480.000000
14.150000,4.000000,471.922810
14.160000,4.000000,480.000000
14.170000,4.000000,477.298828
14.180000,4.000000,480.000000
14.190000,4.000000,382.419268
14.200000,4.000000,382.335426
14.210000,4.000000,383.182962
14.220000,4.000000,367.827587
14.230000,4.000000,392.313314
14.240000,4.000000,368.369750
14.250000,4.000000,476.254588
14.260000,4.000000,480.000000
14.270000,4.000000,480.000000
14.280000,4.000000,480.000000
14.290000,4.000000,480.000000
14.300000,4.000000,467.433810
14.310000,4.000000,480.000000
14.320000,4.000000,473.384188
14.330000,4.000000,480.000000
14.340000,4.000000,480.000000
14.350000,4.000000,480.000000
14.360000,4.000000,468.490273
14.370000,4.000000,480.000000
14.380000,4.000000,480.000000
14.390000,4.000000,480.000000
14.400000,4.000000,401.492182
14.410000,4.000000,381.781092
14.420000,4.000000,383.080362
14.430000,4.000000,381.677629
14.440000,4.000000,383.255610
14.450000,4.000000,381.435746
14.460000,4.000000,360.432875
14.470000,4.000000,381.739913
14.480000,4.000000,382.299783
14.490000,4.000000,384.634990
14.500000,4.000000,373.873450
14.510000,4.000000,409.854363
14.520000,4.000000,422.146919
14.530000,4.000000,480.000000
14.540000,4.000000,480.000000
14.550000,4.000000,388.166121
14.560000,4.000000,362.624116
14.570000,4.000000,444.243562
14.580000,4.000000,480.000000
14.590000,4.000000,480.000000
14.600000,4.000000,380.184315
14.610000,4.000000,388.484889
14.620000,4.000000,361.668948
14.630000,4.000000,429.236160
14.640000,4.000000,480.000000
14.650000,4.000000,469.482870
14.660000,4.000000,401.298400
14.670000,4.000000,396.867221
14.680000,4.000000,421.507302
14.690000,4.000000,457.452750
14.700000,4.000000,480.000000
14.710000,4.000000,446.233483
14.720000,4.000000,480.000000
14.730000,4.000000,475.178058
14.740000,4.000000,403.342121
14.750000,4.000000,402.450593
14.760000,4.000000,374.295278
14.770000,4.000000,402.272247
14.780000,4.000000,406.622057
14.790000,4.000000,366.061741
14.800000,4.000000,480.000000
